opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00015163,,ACC000964,New User - ACC000964,Activated,51.18,25,,2025-03-10,Instagram,New User,62
OPP00015164,15164,ACC000969,New User - ACC000969,Closed Won,331.86,100,2025-03-29,2025-03-11,Organic Search,New User,38
OPP00015165,,ACC000638,New User - ACC000638,Verification Pending,192.55,10,,2025-03-23,Instagram,New User,
OPP00015166,,ACC000773,New User - ACC000773,Verification Pending,109.28,75,,2025-03-06,Play Store,New User,
OPP00015167,15167,ACC000158,New User - ACC000158,Closed Won,90.98,100,2025-03-30,2025-03-04,Facebook Ads,New User,4
OPP00015168,15168,ACC000985,New User - ACC000985,Closed Won,444.62,100,2025-03-31,2025-03-23,Google Ads,New User,59
OPP00015169,15169,ACC000366,Premium Upgrade - ACC000366,Closed Won,212.13,100,2025-03-31,2025-03-16,Google Ads,Premium Upgrade,59
OPP00015170,,ACC000960,Premium Upgrade - ACC000960,Activated,243.15,50,,2025-03-15,Facebook Ads,Premium Upgrade,
OPP00015171,,ACC000575,New User - ACC000575,Verification Pending,83.68,25,,2025-03-25,Play Store,New User,22
OPP00015172,15172,ACC000768,New User - ACC000768,Closed Won,93.86,100,2025-04-01,2025-03-25,Email,New User,
OPP00015173,,ACC000712,New User - ACC000712,Signup Complete,136.27,50,,2025-02-27,Organic Search,New User,54
OPP00015174,,ACC000478,New User - ACC000478,Activated,55.99,25,,2025-03-04,Organic Search,New User,6
OPP00015175,15175,ACC000076,New User - ACC000076,Closed Won,88.91,100,2025-03-29,2025-03-09,Referral,New User,35
OPP00015176,,ACC000959,New User - ACC000959,Activated,280.75,75,,2025-03-25,TikTok,New User,
OPP00015177,15177,ACC000590,Premium Upgrade - ACC000590,Closed Won,441.99,100,2025-03-28,2025-03-13,Email,Premium Upgrade,5
OPP00015178,,ACC000627,New User - ACC000627,Verification Pending,197.40,50,,2025-03-03,Influencer,New User,3
OPP00015179,,ACC000266,New User - ACC000266,Activated,279.75,25,,2025-03-03,TikTok,New User,
OPP00015180,15180,ACC000810,Returning User - ACC000810,Closed Won,134.68,100,2025-03-28,2025-03-07,Play Store,Returning User,96
OPP00015181,,ACC000757,New User - ACC000757,Signup Complete,125.90,50,,2025-03-03,TikTok,New User,95
OPP00015182,15182,ACC000430,Returning User - ACC000430,Closed Won,97.04,100,2025-04-04,2025-03-16,Referral,Returning User,40
OPP00015183,,ACC000777,New User - ACC000777,Lead,51.73,10,,2025-03-29,Google Ads,New User,81
OPP00015184,15184,ACC000370,Premium Upgrade - ACC000370,Closed Won,482.31,100,2025-04-07,2025-03-13,Play Store,Premium Upgrade,65
OPP00015185,,ACC000490,New User - ACC000490,Signup Complete,283.20,25,,2025-03-21,TikTok,New User,18
OPP00015186,,ACC000839,New User - ACC000839,Activated,216.54,25,,2025-03-13,Play Store,New User,74
OPP00015187,,ACC000259,New User - ACC000259,Signup Complete,252.81,25,,2025-02-28,Organic Search,New User,32
OPP00015188,,ACC000300,New User - ACC000300,Lead,116.87,10,,2025-03-18,Influencer,New User,
OPP00015189,,ACC000103,New User - ACC000103,Activated,224.61,75,,2025-03-24,Instagram,New User,73
OPP00015190,,ACC000886,New User - ACC000886,Activated,291.73,25,,2025-03-02,Facebook Ads,New User,
OPP00015191,15191,ACC000274,New User - ACC000274,Closed Won,337.97,100,2025-03-29,2025-03-13,Instagram,New User,97
OPP00015192,15192,ACC000543,Returning User - ACC000543,Closed Won,477.25,100,2025-04-07,2025-03-24,Facebook Ads,Returning User,28
OPP00015193,,ACC000387,New User - ACC000387,Verification Pending,94.36,50,,2025-03-25,TikTok,New User,33
OPP00015194,,ACC000530,Returning User - ACC000530,Lead,299.19,50,,2025-03-18,Influencer,Returning User,19
OPP00015195,,ACC000343,Returning User - ACC000343,Verification Pending,90.60,25,,2025-03-04,App Store,Returning User,
OPP00015196,,ACC000223,Premium Upgrade - ACC000223,Signup Complete,250.33,25,,2025-03-24,Instagram,Premium Upgrade,
OPP00015197,15197,ACC000805,Returning User - ACC000805,Closed Won,133.79,100,2025-04-10,2025-03-14,Referral,Returning User,94
OPP00015198,,ACC000432,Returning User - ACC000432,Signup Complete,137.84,25,,2025-03-27,Facebook Ads,Returning User,
OPP00015199,,ACC000381,New User - ACC000381,Activated,158.25,75,,2025-03-26,Play Store,New User,50
OPP00015200,,ACC000019,New User - ACC000019,Verification Pending,299.43,75,,2025-03-28,Instagram,New User,44
OPP00015201,,ACC000356,New User - ACC000356,Signup Complete,123.41,75,,2025-03-29,Instagram,New User,82
OPP00015202,,ACC000777,New User - ACC000777,Activated,210.48,75,,2025-03-01,Organic Search,New User,35
OPP00015203,,ACC000786,New User - ACC000786,Signup Complete,127.40,50,,2025-02-27,App Store,New User,
OPP00015204,,ACC000026,Returning User - ACC000026,Activated,220.51,25,,2025-03-10,Organic Search,Returning User,
OPP00015205,,ACC000425,New User - ACC000425,Signup Complete,176.84,50,,2025-03-26,TikTok,New User,82
OPP00015206,,ACC000926,New User - ACC000926,Signup Complete,217.83,50,,2025-03-13,Play Store,New User,9
OPP00015207,,ACC000101,New User - ACC000101,Activated,198.33,10,,2025-03-29,App Store,New User,37
OPP00015208,,ACC000046,Premium Upgrade - ACC000046,Signup Complete,118.01,75,,2025-03-10,Email,Premium Upgrade,
OPP00015209,,ACC000556,New User - ACC000556,Signup Complete,186.02,10,,2025-03-17,Google Ads,New User,
OPP00015210,,ACC000902,New User - ACC000902,Activated,219.14,50,,2025-03-14,Influencer,New User,16
OPP00015211,,ACC000890,New User - ACC000890,Activated,195.99,75,,2025-03-15,Instagram,New User,2
OPP00015212,,ACC000582,Premium Upgrade - ACC000582,Activated,133.10,50,,2025-03-06,Influencer,Premium Upgrade,
OPP00015213,15213,ACC000333,Returning User - ACC000333,Closed Won,124.03,100,2025-04-11,2025-03-17,TikTok,Returning User,89
OPP00015214,15214,ACC000364,Returning User - ACC000364,Closed Won,135.84,100,2025-04-11,2025-03-21,Play Store,Returning User,
OPP00015215,,ACC000757,New User - ACC000757,Signup Complete,203.99,75,,2025-03-23,App Store,New User,
OPP00015216,,ACC000795,New User - ACC000795,Activated,151.72,75,,2025-03-19,TikTok,New User,4
OPP00015217,,ACC000080,New User - ACC000080,Activated,163.55,75,,2025-03-01,Instagram,New User,48
OPP00015218,,ACC000091,New User - ACC000091,Verification Pending,190.83,75,,2025-03-11,Referral,New User,55
OPP00015219,15219,ACC000121,New User - ACC000121,Closed Won,407.39,100,2025-04-05,2025-03-12,Organic Search,New User,78
OPP00015220,,ACC000559,New User - ACC000559,Signup Complete,240.55,25,,2025-03-03,TikTok,New User,
OPP00015221,,ACC000537,New User - ACC000537,Activated,176.89,10,,2025-03-20,Google Ads,New User,92
OPP00015222,,ACC000917,New User - ACC000917,Verification Pending,186.42,50,,2025-03-21,Play Store,New User,72
OPP00015223,,ACC000604,New User - ACC000604,Activated,199.78,75,,2025-03-10,TikTok,New User,11
OPP00015224,,ACC000793,Returning User - ACC000793,Activated,244.69,50,,2025-03-04,Referral,Returning User,47
OPP00015225,15225,ACC000101,New User - ACC000101,Closed Won,434.26,100,2025-04-01,2025-03-02,Play Store,New User,47
OPP00015226,,ACC000993,New User - ACC000993,Activated,119.95,25,,2025-03-06,Referral,New User,21
OPP00015227,,ACC000874,New User - ACC000874,Lead,196.03,25,,2025-03-29,Facebook Ads,New User,86
OPP00015228,,ACC000587,New User - ACC000587,Verification Pending,248.22,25,,2025-03-09,Google Ads,New User,
OPP00015229,,ACC000696,Returning User - ACC000696,Activated,138.60,50,,2025-03-27,Facebook Ads,Returning User,9
OPP00015230,,ACC000561,New User - ACC000561,Signup Complete,189.58,25,,2025-03-05,Facebook Ads,New User,73
OPP00015231,15231,ACC000027,New User - ACC000027,Closed Won,158.96,100,2025-04-03,2025-02-28,Play Store,New User,59
OPP00015232,,ACC000575,New User - ACC000575,Signup Complete,225.90,10,,2025-03-20,Play Store,New User,79
OPP00015233,15233,ACC000486,New User - ACC000486,Closed Won,398.96,100,2025-04-07,2025-03-12,Organic Search,New User,6
OPP00015234,,ACC000338,New User - ACC000338,Activated,187.36,10,,2025-02-28,Google Ads,New User,
OPP00015235,,ACC000854,Returning User - ACC000854,Signup Complete,56.08,10,,2025-02-28,TikTok,Returning User,15
OPP00015236,,ACC000975,New User - ACC000975,Activated,198.47,50,,2025-03-09,Instagram,New User,26
OPP00015237,,ACC000467,New User - ACC000467,Activated,54.67,75,,2025-03-25,Organic Search,New User,55
OPP00015238,,ACC000832,New User - ACC000832,Verification Pending,202.50,25,,2025-03-23,Influencer,New User,75
OPP00015239,15239,ACC000918,New User - ACC000918,Closed Won,184.34,100,2025-04-04,2025-03-13,Referral,New User,57
OPP00015240,,ACC000313,New User - ACC000313,Signup Complete,189.95,75,,2025-03-20,Facebook Ads,New User,83
OPP00015241,,ACC000330,Returning User - ACC000330,Signup Complete,209.18,50,,2025-03-22,App Store,Returning User,
OPP00015242,15242,ACC000309,New User - ACC000309,Closed Won,425.01,100,2025-04-02,2025-03-07,Play Store,New User,38
OPP00015243,,ACC000640,New User - ACC000640,Verification Pending,61.50,75,,2025-03-23,Referral,New User,63
OPP00015244,15244,ACC000484,New User - ACC000484,Closed Won,375.83,100,2025-04-04,2025-03-17,Facebook Ads,New User,100
OPP00015245,15245,ACC000373,Returning User - ACC000373,Closed Won,171.19,100,2025-04-02,2025-03-07,App Store,Returning User,18
OPP00015246,,ACC000298,New User - ACC000298,Lead,276.69,25,,2025-03-03,Influencer,New User,
OPP00015247,,ACC000527,Returning User - ACC000527,Signup Complete,187.58,10,,2025-03-03,Influencer,Returning User,
OPP00015248,15248,ACC000140,New User - ACC000140,Closed Won,125.55,100,2025-04-06,2025-03-05,App Store,New User,22
OPP00015249,,ACC000981,Returning User - ACC000981,Lead,289.54,50,,2025-03-02,Email,Returning User,32
OPP00015250,15250,ACC000125,New User - ACC000125,Closed Won,89.79,100,2025-04-12,2025-03-14,Email,New User,
OPP00015251,,ACC000379,Premium Upgrade - ACC000379,Activated,107.08,25,,2025-03-23,Play Store,Premium Upgrade,100
OPP00015252,15252,ACC000388,New User - ACC000388,Closed Won,472.30,100,2025-04-13,2025-03-24,Google Ads,New User,77
OPP00015253,,ACC000876,New User - ACC000876,Verification Pending,188.87,50,,2025-03-05,TikTok,New User,50
OPP00015254,,ACC000389,New User - ACC000389,Activated,254.40,75,,2025-03-10,App Store,New User,14
OPP00015255,,ACC000392,Returning User - ACC000392,Verification Pending,293.20,25,,2025-03-31,App Store,Returning User,76
OPP00015256,15256,ACC000211,Returning User - ACC000211,Closed Won,84.91,100,2025-04-07,2025-03-12,Organic Search,Returning User,
OPP00015257,,ACC000030,New User - ACC000030,Signup Complete,153.06,10,,2025-03-03,Facebook Ads,New User,
OPP00015258,,ACC000954,New User - ACC000954,Activated,199.84,75,,2025-03-09,Influencer,New User,
OPP00015259,,ACC000752,New User - ACC000752,Activated,59.33,75,,2025-03-01,Play Store,New User,17
OPP00015260,15260,ACC000739,New User - ACC000739,Closed Won,230.43,100,2025-04-14,2025-03-08,Instagram,New User,76
OPP00015261,,ACC000450,Returning User - ACC000450,Activated,174.58,10,,2025-03-23,Organic Search,Returning User,
OPP00015262,,ACC000307,Returning User - ACC000307,Activated,212.76,25,,2025-03-21,Influencer,Returning User,42
OPP00015263,,ACC000195,Premium Upgrade - ACC000195,Activated,137.38,50,,2025-03-30,Organic Search,Premium Upgrade,
OPP00015264,15264,ACC000146,Returning User - ACC000146,Closed Won,93.77,100,2025-04-05,2025-03-17,App Store,Returning User,
OPP00015265,,ACC000951,Returning User - ACC000951,Signup Complete,263.51,25,,2025-03-07,Email,Returning User,
OPP00015266,,ACC000232,Returning User - ACC000232,Signup Complete,106.33,50,,2025-03-27,Influencer,Returning User,23
OPP00015267,15267,ACC000941,New User - ACC000941,Closed Won,80.47,100,2025-04-03,2025-03-03,Organic Search,New User,
OPP00015268,15268,ACC000481,New User - ACC000481,Closed Won,382.43,100,2025-04-13,2025-03-23,Facebook Ads,New User,50
OPP00015269,15269,ACC000865,New User - ACC000865,Closed Won,258.14,100,2025-03-31,2025-03-09,App Store,New User,89
OPP00015270,,ACC000558,Premium Upgrade - ACC000558,Verification Pending,72.65,10,,2025-03-21,Instagram,Premium Upgrade,9
OPP00015271,,ACC000076,New User - ACC000076,Lead,78.75,75,,2025-03-07,Referral,New User,63
OPP00015272,,ACC000052,New User - ACC000052,Signup Complete,72.41,75,,2025-03-26,Instagram,New User,
OPP00015273,15273,ACC000307,Premium Upgrade - ACC000307,Closed Won,68.62,100,2025-04-06,2025-03-12,Play Store,Premium Upgrade,93
OPP00015274,,ACC000803,New User - ACC000803,Activated,72.68,10,,2025-03-24,Referral,New User,87
OPP00015275,,ACC000397,New User - ACC000397,Signup Complete,102.99,75,,2025-03-29,Influencer,New User,
OPP00015276,,ACC000280,Returning User - ACC000280,Activated,257.21,75,,2025-03-17,TikTok,Returning User,13
OPP00015277,,ACC000521,New User - ACC000521,Verification Pending,269.22,25,,2025-03-02,Play Store,New User,32
OPP00015278,,ACC000195,New User - ACC000195,Lead,218.12,50,,2025-03-20,TikTok,New User,57
OPP00015279,,ACC000166,Returning User - ACC000166,Lead,192.23,50,,2025-03-28,Email,Returning User,17
OPP00015280,,ACC000843,Premium Upgrade - ACC000843,Activated,197.92,25,,2025-03-09,TikTok,Premium Upgrade,50
OPP00015281,,ACC000663,New User - ACC000663,Signup Complete,281.52,75,,2025-03-23,Organic Search,New User,30
OPP00015282,15282,ACC000976,Returning User - ACC000976,Closed Won,59.17,100,2025-04-15,2025-03-03,Organic Search,Returning User,40
OPP00015283,,ACC000550,New User - ACC000550,Verification Pending,181.35,25,,2025-03-07,App Store,New User,
OPP00015284,,ACC000206,New User - ACC000206,Signup Complete,103.99,25,,2025-03-30,Influencer,New User,71
OPP00015285,,ACC000971,New User - ACC000971,Verification Pending,155.21,25,,2025-03-19,Facebook Ads,New User,28
OPP00015286,,ACC000792,New User - ACC000792,Activated,83.12,75,,2025-03-29,TikTok,New User,55
OPP00015287,,ACC000228,New User - ACC000228,Lead,186.01,10,,2025-03-17,TikTok,New User,
OPP00015288,15288,ACC000781,New User - ACC000781,Closed Won,236.38,100,2025-04-02,2025-03-09,Facebook Ads,New User,48
OPP00015289,,ACC000784,New User - ACC000784,Activated,217.70,50,,2025-03-12,Influencer,New User,43
OPP00015290,,ACC000707,Returning User - ACC000707,Signup Complete,114.82,50,,2025-03-10,Play Store,Returning User,67
OPP00015291,,ACC000383,New User - ACC000383,Signup Complete,115.18,10,,2025-03-27,Referral,New User,66
OPP00015292,,ACC000135,New User - ACC000135,Activated,102.98,50,,2025-03-31,TikTok,New User,6
OPP00015293,,ACC000551,New User - ACC000551,Signup Complete,253.83,50,,2025-03-22,Influencer,New User,60
OPP00015294,,ACC000763,New User - ACC000763,Signup Complete,148.12,75,,2025-03-15,Instagram,New User,
OPP00015295,,ACC000230,New User - ACC000230,Activated,91.41,75,,2025-03-16,Google Ads,New User,30
OPP00015296,15296,ACC000815,Premium Upgrade - ACC000815,Closed Won,197.86,100,2025-04-12,2025-03-10,Email,Premium Upgrade,41
OPP00015297,,ACC000520,Premium Upgrade - ACC000520,Activated,69.71,75,,2025-03-15,TikTok,Premium Upgrade,
OPP00015298,,ACC000576,Premium Upgrade - ACC000576,Signup Complete,294.47,50,,2025-03-18,App Store,Premium Upgrade,
OPP00015299,,ACC000772,Premium Upgrade - ACC000772,Activated,65.54,25,,2025-03-17,Email,Premium Upgrade,45
OPP00015300,,ACC000586,Returning User - ACC000586,Lead,164.34,25,,2025-03-09,Play Store,Returning User,34
OPP00015301,,ACC000229,New User - ACC000229,Signup Complete,180.31,25,,2025-03-19,Facebook Ads,New User,42
OPP00015302,,ACC000331,New User - ACC000331,Activated,131.29,25,,2025-03-31,Referral,New User,63
OPP00015303,,ACC000381,New User - ACC000381,Activated,167.41,10,,2025-03-10,Email,New User,61
OPP00015304,,ACC000794,New User - ACC000794,Activated,266.16,10,,2025-03-18,Email,New User,99
OPP00015305,,ACC000207,New User - ACC000207,Verification Pending,220.04,10,,2025-03-11,TikTok,New User,17
OPP00015306,,ACC000181,New User - ACC000181,Activated,99.40,75,,2025-03-12,Email,New User,8
OPP00015307,,ACC000324,New User - ACC000324,Activated,68.40,10,,2025-03-18,Influencer,New User,92
OPP00015308,,ACC000606,Returning User - ACC000606,Activated,245.87,75,,2025-03-25,Influencer,Returning User,47
OPP00015309,,ACC000752,Premium Upgrade - ACC000752,Signup Complete,269.60,50,,2025-03-25,Organic Search,Premium Upgrade,57
OPP00015310,15310,ACC000134,New User - ACC000134,Closed Won,474.59,100,2025-04-07,2025-03-29,Influencer,New User,
OPP00015311,15311,ACC000450,Returning User - ACC000450,Closed Won,93.41,100,2025-04-02,2025-03-25,Play Store,Returning User,23
OPP00015312,15312,ACC000522,New User - ACC000522,Closed Won,222.94,100,2025-04-02,2025-03-18,Play Store,New User,10
OPP00015313,15313,ACC000647,New User - ACC000647,Closed Won,262.68,100,2025-04-13,2025-03-30,Google Ads,New User,82
OPP00015314,,ACC000898,New User - ACC000898,Verification Pending,97.95,50,,2025-03-14,Email,New User,55
OPP00015315,15315,ACC000909,New User - ACC000909,Closed Won,304.12,100,2025-04-16,2025-03-14,App Store,New User,9
OPP00015316,,ACC000199,New User - ACC000199,Activated,149.68,50,,2025-03-31,Influencer,New User,
OPP00015317,15317,ACC000297,Returning User - ACC000297,Closed Won,300.22,100,2025-04-04,2025-03-15,App Store,Returning User,33
OPP00015318,,ACC000405,New User - ACC000405,Activated,96.31,25,,2025-04-02,Referral,New User,73
OPP00015319,15319,ACC000350,New User - ACC000350,Closed Won,176.89,100,2025-04-05,2025-03-15,TikTok,New User,85
OPP00015320,,ACC000961,Premium Upgrade - ACC000961,Lead,165.33,75,,2025-03-21,TikTok,Premium Upgrade,71
OPP00015321,,ACC000637,New User - ACC000637,Activated,230.79,75,,2025-03-08,Organic Search,New User,29
OPP00015322,,ACC000727,New User - ACC000727,Activated,235.89,25,,2025-03-04,Facebook Ads,New User,92
OPP00015323,,ACC000318,New User - ACC000318,Verification Pending,55.05,10,,2025-03-28,TikTok,New User,28
OPP00015324,,ACC000403,Returning User - ACC000403,Activated,181.59,10,,2025-03-12,Email,Returning User,58
OPP00015325,15325,ACC000912,New User - ACC000912,Closed Won,303.83,100,2025-04-05,2025-03-13,Google Ads,New User,54
OPP00015326,,ACC000199,New User - ACC000199,Activated,53.82,75,,2025-03-22,Referral,New User,
OPP00015327,,ACC000079,New User - ACC000079,Lead,186.68,75,,2025-03-05,Email,New User,61
OPP00015328,,ACC000716,New User - ACC000716,Signup Complete,51.35,10,,2025-03-20,Google Ads,New User,77
OPP00015329,,ACC000394,Returning User - ACC000394,Lead,261.63,25,,2025-03-19,Google Ads,Returning User,1
